,Name,Club,Crossing,Finishing,HeadingAccuracy,Volleys,Dribbling,Curve,BallControl,Acceleration,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Positioning,Vision,Marking
920,N. Guzmán,Tigres U.A.N.L.,20,10,15,12,21,18,25,51,57,25,66,38,79,17,19,55,26
921,F. Fabra,Boca Juniors,74,50,67,33,78,60,76,86,75,67,86,89,81,54,71,54,66
922,J. Maddison,Leicester City,74,69,30,69,77,78,82,77,78,83,54,67,40,73,69,81,37
923,K. El Ahmadi,Al Ittihad,60,54,60,62,73,68,76,65,70,74,67,81,73,66,64,74,68
924,M. Carcela-González,Standard de Liège,70,72,35,70,84,80,81,90,80,77,87,69,54,74,74,69,26
925,M. Gabbiadini,Southampton,70,79,66,72,77,78,79,67,56,82,74,63,71,77,79,72,21
926,Gomes,Watford,15,15,14,13,15,12,25,50,53,30,76,27,64,14,12,59,19
927,M. Ritchie,Newcastle United,80,72,38,75,77,74,76,75,84,76,70,76,59,77,76,76,56
928,G. Bou,Racing Club,69,77,74,74,77,66,77,78,76,80,77,80,75,73,78,71,19
929,Javi Fuego,Villarreal CF,59,54,60,53,62,64,70,53,61,72,70,69,77,64,58,70,80
930,E. Akbaba,Galatasaray SK,71,70,62,68,76,76,77,73,69,77,58,83,61,75,77,78,57
931,J. Amavi,Olympique de Marseille,79,60,64,59,73,74,76,78,76,76,82,78,70,68,69,70,72
932,R. Malinovskyi,KRC Genk,79,69,69,70,75,84,78,69,65,88,68,78,69,84,69,78,54
933,D. Welbeck,Arsenal,69,75,78,76,78,61,78,76,62,78,80,74,75,69,79,71,47
934,G. Conti,SL Benfica,32,37,79,32,42,40,53,64,41,50,70,79,80,30,32,51,79
935,Bruno,Getafe CF,21,23,81,23,34,49,68,32,32,66,65,71,88,22,36,35,61
936,Garry Rodrigues,Galatasaray SK,74,71,56,72,77,74,75,89,87,76,65,86,60,70,74,70,42
937,A. Schwolow,SC Freiburg,9,12,12,11,15,13,22,36,42,21,72,31,67,15,10,34,16
938,L. Cook,Bournemouth,67,57,50,57,78,66,80,74,84,64,68,78,63,62,68,75,64
939,P. Pérez,Boca Juniors,67,61,58,39,72,65,79,69,74,69,60,74,78,65,69,80,70
940,Gazzolisco,Internacional,76,54,77,71,71,81,72,81,66,84,72,89,82,77,57,56,74
941,Jonatan Soriano,Beijing Sinobo Guoan FC,61,83,66,75,80,84,78,67,70,75,73,70,69,75,80,77,25
942,Rubén Peña,SD Eibar,78,71,74,66,78,52,79,81,87,72,74,77,64,66,78,63,61
943,Mikel San José,Athletic Club de Bilbao,47,60,81,75,66,31,75,33,52,71,77,76,79,73,71,76,77
944,P. Groß,Brighton & Hove Albion,84,72,53,65,75,82,77,63,73,74,70,93,71,74,76,84,57
945,L. Baines,Everton,84,63,74,63,75,81,80,66,83,84,67,64,55,71,73,73,76
946,A. Ogbonna,West Ham United,51,25,77,30,61,51,59,59,54,68,74,64,80,46,33,50,76
947,Juan Jesus,Roma,66,20,74,17,60,48,55,76,58,62,88,75,82,35,38,34,77
948,J. Martínez,Portimonense SC,56,73,84,75,71,70,75,72,58,81,77,75,85,72,76,70,12
949,N. Elvedi,Borussia Mönchengladbach,65,30,79,30,69,45,71,73,54,42,73,78,77,31,53,59,75
950,G. Moreno,Shanghai Greenland Shenhua FC,63,74,80,78,80,69,78,76,79,76,82,80,76,73,79,79,53
951,J. Valdivia,Colo-Colo,71,62,60,55,76,71,78,67,78,73,48,71,63,69,62,86,29
952,A. Carroll,West Ham United,60,77,91,74,67,53,74,43,47,83,83,50,92,76,78,65,26
953,Luís Neto,0,42,33,80,40,49,52,48,57,61,42,79,72,72,37,44,46,80
954,A. Pyatov,Shakhtar Donetsk,13,9,10,12,11,14,12,44,32,19,73,37,78,12,14,63,12
955,T. Gutiérrez,Junior FC,70,80,73,74,77,67,81,63,74,78,80,67,75,76,81,76,21
956,Álex Remiro,Athletic Club de Bilbao,12,13,13,15,19,14,17,40,40,22,61,42,68,11,11,28,14
957,Wilson Eduardo,SC Braga,75,76,66,77,78,82,78,78,68,83,64,68,68,80,79,73,25
958,Jorge Meré,1. FC Köln,30,22,78,33,55,34,69,69,74,48,81,67,72,27,25,38,76
959,M. Elneny,Arsenal,66,57,57,39,68,69,76,58,62,76,69,92,68,67,63,70,76
960,D. Torres,Deportivo Alavés,62,55,61,48,69,57,70,57,62,73,81,79,78,61,62,71,75
961,Y. Bounou,Girona FC,15,14,14,13,20,12,12,37,29,25,48,43,69,19,10,42,20
962,A. Prijović,PAOK,45,79,80,62,70,52,75,74,51,73,74,75,86,68,80,55,28
963,A. Jahanbakhsh,Brighton & Hove Albion,71,72,62,72,83,64,79,79,75,84,87,78,66,79,72,75,42
964,J. Calleri,Deportivo Alavés,56,76,83,71,74,57,75,71,79,78,83,74,71,69,79,67,55
965,Simão Acunha,Atlético Mineiro,74,66,60,67,76,87,78,83,74,71,64,73,64,72,67,80,30
966,N. Müller,Eintracht Frankfurt,75,75,56,80,83,65,75,84,83,71,78,73,57,63,75,69,36
967,L. Ocampos,Olympique de Marseille,75,75,75,75,74,69,76,78,58,77,76,85,78,72,73,73,63
968,J. Rodriguez,West Bromwich Albion,68,77,76,73,75,69,75,75,64,74,81,76,72,72,78,69,47
969,V. Ibišević,Hertha BSC,65,80,79,84,72,73,76,41,59,81,71,51,77,66,82,71,59
970,S. Rondón,Newcastle United,48,75,84,75,70,53,71,69,46,85,71,72,85,68,77,53,36
971,Victor Sánchez,RCD Espanyol,74,57,70,56,66,68,78,58,77,71,78,68,59,67,65,79,66
972,D. Suárez,Getafe CF,77,59,68,59,62,63,69,77,73,80,79,83,73,70,59,52,68
973,K. Huntelaar,Ajax,63,80,79,81,62,72,69,50,62,80,77,53,78,73,84,66,32
974,L. Dubois,Olympique Lyonnais,81,51,55,76,76,68,78,71,72,72,59,74,65,69,69,64,78
975,André Pinto,Sporting CP,34,34,78,29,44,28,57,47,32,41,30,64,88,38,21,47,80
976,K. Lala,RC Strasbourg Alsace,76,46,63,36,79,65,77,78,70,67,70,79,72,51,76,68,73
977,O. Kıvrak,Trabzonspor,13,10,14,10,25,11,26,60,63,23,70,40,68,12,12,50,18
978,A. Bertolacci,Milan,72,62,64,69,79,70,79,69,75,78,65,77,67,76,76,76,74
979,E. Giaccherini,Chievo Verona,78,66,58,74,81,76,80,80,93,68,53,69,54,80,80,76,56
980,A. Živković,SL Benfica,77,66,43,68,82,82,80,85,88,74,57,70,40,68,71,80,51
981,R. Ábila,Boca Juniors,51,80,76,72,69,52,76,68,82,83,72,68,89,57,81,51,35
982,P. Diop,SD Eibar,58,57,73,67,63,70,76,50,68,82,79,76,88,71,59,65,71
983,D. Garmash,Dynamo Kyiv,68,72,56,35,69,41,72,62,77,80,59,80,73,81,58,82,69
984,T. Chandler,Eintracht Frankfurt,77,55,74,57,72,66,73,74,52,76,69,79,82,60,71,55,74
985,R. Klavan,Cagliari,52,38,78,34,56,48,70,45,54,67,74,55,74,56,38,60,78
986,A. Miranchuk,Lokomotiv Moscow,65,64,53,62,78,64,79,71,67,65,58,74,64,65,72,80,22
987,D. Da Silva,Stade Rennais FC,49,25,77,36,42,28,69,57,61,28,73,65,78,41,39,40,77
988,D. Benaglio,AS Monaco,14,12,15,12,16,15,22,42,47,22,71,43,76,14,7,37,10
989,T. Rincón,Torino,65,45,58,60,76,55,77,76,81,77,91,87,77,72,66,72,72
990,M. Pereira,FC Porto,77,57,62,57,75,70,75,70,83,76,75,74,63,60,70,65,76
991,C. Borges,Göztepe SK,62,75,68,72,71,68,77,56,59,80,65,75,76,79,76,73,74
992,J. Sand,Deportivo Cali,56,83,84,80,66,54,81,47,67,76,72,57,73,73,84,73,50
993,Markel Bergara,Getafe CF,58,67,62,47,65,60,69,64,67,61,69,68,81,68,64,75,70
994,Vágner Love,Beşiktaş JK,51,77,78,70,76,68,75,76,82,80,77,73,75,72,83,72,31
995,B. Bourigeaud,Stade Rennais FC,78,70,53,63,75,75,77,73,69,77,71,77,65,76,74,76,38
996,R. Soriano,Torino,77,72,65,73,78,78,79,75,72,77,66,65,69,77,74,78,67
997,D. Kuzyaev,0,67,64,51,57,78,60,79,78,76,76,60,79,59,74,71,70,71
998,R. Sambueza,Deportivo Toluca,78,70,57,61,77,82,80,69,73,75,67,79,75,72,68,80,33
999,Montoya,Brighton & Hove Albion,77,50,62,66,70,77,74,79,80,82,75,83,68,68,63,63,72
1000,A. Poli,Bologna,68,54,60,69,79,72,80,73,75,72,68,76,65,72,74,78,76
1001,C. Austin,Southampton,56,79,81,72,66,59,73,62,55,83,81,55,78,71,83,61,20
1002,L. Tonelli,Sampdoria,40,25,74,33,54,38,58,69,79,52,80,61,73,25,23,30,79
1003,M. Zárate,Boca Juniors,65,79,55,75,86,80,84,80,73,77,70,70,66,82,77,63,55
1004,J. Sancho,Borussia Dortmund,68,70,38,65,86,75,85,88,87,64,49,66,52,48,68,75,30
1005,D. Basta,Lazio,75,58,72,64,74,72,77,74,68,77,70,77,72,75,66,56,74
1006,Marçal,Olympique Lyonnais,76,57,58,44,74,65,76,79,73,76,73,80,71,54,66,67,78
1007,Munir,FC Barcelona,65,78,75,75,81,70,80,78,78,76,63,69,63,77,77,71,38
1008,G. Sio,0,68,77,71,73,76,73,76,78,73,77,70,78,74,74,76,73,40
1009,J. McCarthy,Everton,68,55,63,61,74,64,74,60,70,67,65,69,71,64,63,72,77
1010,J. Aquino,Tigres U.A.N.L.,73,64,47,51,80,72,77,91,92,74,76,75,36,64,75,72,40
1011,H. Pérez,RCD Espanyol,79,70,54,64,78,62,79,78,69,88,77,67,69,78,79,72,54
1012,Jô,Nagoya Grampus,64,78,80,74,73,62,75,66,54,78,74,70,85,67,79,71,19
1013,R. Gurtner,Amiens SC,10,9,10,10,10,9,28,41,32,22,72,38,68,8,6,27,10
1014,C. Sánchez,West Ham United,60,48,70,43,70,52,74,69,41,72,75,77,85,68,58,68,70
1015,M. Sissoko,Tottenham Hotspur,75,69,70,64,82,75,77,79,58,85,78,87,88,70,76,71,70
1016,W. Anton,Hannover 96,42,42,74,38,66,37,70,54,56,55,71,72,78,45,52,57,79
1017,E. Skhiri,Montpellier HSC,71,62,73,57,74,70,73,63,64,78,75,76,68,76,56,67,79
1018,Rúben Vezo,Valencia CF,65,44,73,43,54,59,64,68,74,59,82,69,76,55,33,55,76
1019,Jorge Molina,Getafe CF,49,79,82,79,68,55,77,34,32,83,42,64,90,75,82,69,45
1020,M. Hasebe,Eintracht Frankfurt,74,45,66,57,67,70,74,53,72,54,74,70,68,53,62,75,81
1021,A. Schürrle,Fulham,76,78,63,81,79,80,77,79,75,82,69,76,67,82,80,76,42
1022,O. Ighalo,Changchun Yatai FC,49,76,71,70,80,64,76,84,69,73,80,78,78,62,84,60,17
1023,L. Acosta,Club Atlético Lanús,63,72,55,71,81,65,78,92,91,77,80,71,40,68,75,74,42
1024,V. Babacan,Medipol Başakşehir FK,12,15,16,14,14,16,19,49,50,14,74,38,61,12,17,43,22
1025,R. Aguilar,Montpellier HSC,75,35,53,45,76,54,75,85,80,60,73,85,58,26,63,46,72
1026,Yeray,Athletic Club de Bilbao,48,41,75,55,53,56,72,66,76,69,75,71,76,43,39,34,71
1027,J. Defoe,Bournemouth,54,85,65,82,74,63,77,73,87,84,68,55,54,78,85,65,30
1028,L. Schøne,Ajax,81,67,60,84,76,85,81,58,78,83,77,65,57,81,66,82,67
1029,C. Ünder,Roma,80,71,58,69,82,80,81,83,82,80,48,61,54,80,70,73,43
1030,M. Dabbur,FC Red Bull Salzburg,50,81,75,72,76,74,75,74,71,75,89,81,78,65,80,64,22
1031,Roberto,RCD Espanyol,15,14,19,13,12,14,31,45,40,36,74,32,78,11,17,45,20
1032,Djaniny,Al Ahli,63,78,73,66,78,64,78,78,67,76,71,82,81,63,78,72,28
1033,Wallace,Lazio,34,21,77,36,45,33,52,66,40,40,71,54,81,26,25,31,78
1034,Pedro Obiang,West Ham United,68,50,70,60,74,56,76,64,63,74,72,76,75,65,60,78,72
1035,D. Heintz,SC Freiburg,51,23,77,26,58,55,63,55,49,49,67,69,83,56,26,61,76
1036,N. Mukiele,RB Leipzig,74,30,69,35,72,68,73,78,64,57,86,69,79,52,59,60,75
1037,T. Vermaelen,FC Barcelona,63,52,81,56,55,61,64,67,56,78,90,52,79,68,41,51,72
1038,I. Abate,Milan,75,38,68,60,75,69,75,77,75,68,75,76,69,60,74,68,76
1039,Diego Llorente,Real Sociedad,55,39,76,31,58,30,73,65,64,45,79,72,72,37,43,51,76
1040,C. Wood,Burnley,46,78,83,69,66,69,74,68,61,80,76,70,84,71,79,64,39
1041,Formosandrinho,Botafogo,57,76,77,72,72,61,73,81,77,85,56,61,72,77,75,56,20
1042,E. Pulgar,Bologna,58,44,69,54,74,58,78,67,68,72,79,84,77,66,58,74,80
1043,V. Vasin,PFC CSKA Moscow,51,30,84,38,33,72,63,69,43,71,79,74,86,36,25,51,76
1044,V. Grifo,TSG 1899 Hoffenheim,82,72,47,70,83,84,84,74,79,81,52,72,62,76,73,70,50
1045,A. Turan,Medipol Başakşehir FK,77,71,65,78,79,79,80,75,76,75,78,59,68,75,77,80,69
1046,J. dos Santos,LA Galaxy,76,61,55,69,78,77,79,74,81,72,66,78,65,73,73,75,70
1047,D. Schwaab,PSV,64,32,77,49,62,55,70,65,61,54,72,74,76,29,49,63,79
1048,M. Schmelzer,Borussia Dortmund,73,37,68,47,63,73,69,74,63,74,75,82,75,60,54,52,75
1049,L. Spinazzola,Juventus,76,60,62,59,81,62,80,77,61,68,76,89,72,68,70,68,77
1050,A. Dragović,Bayer 04 Leverkusen,49,41,76,37,62,32,66,65,64,69,80,68,80,53,63,65,74
1051,D. Pröpper,Brighton & Hove Albion,58,62,68,72,72,74,82,64,64,80,68,88,67,78,66,82,70
1052,R. Inglese,Parma,39,78,90,70,68,68,76,51,55,78,83,66,85,68,78,42,30
1053,A. Marchesín,Club América,18,14,11,15,24,16,20,49,60,12,75,38,59,12,18,65,22
1054,R. De Paul,Udinese,76,68,50,57,83,80,81,78,72,78,58,70,68,79,75,75,24
1055,C. Gentner,VfB Stuttgart,67,73,78,75,69,69,75,37,48,79,61,85,79,76,74,75,70
1056,G. Murray,Brighton & Hove Albion,48,83,85,74,65,57,74,34,71,78,84,55,77,64,88,70,44
1057,Rafael Carioca,Tigres U.A.N.L.,65,56,51,58,73,60,77,74,75,76,56,85,64,69,69,75,74
1058,A. McCarthy,Southampton,11,17,16,12,17,15,17,58,43,20,68,35,63,14,16,50,13
1059,L. Chichizola,Getafe CF,11,16,17,14,17,15,15,49,44,17,75,31,52,17,14,42,15
1060,D. Zakaria,Borussia Mönchengladbach,64,56,65,28,73,60,79,74,63,69,65,79,83,51,63,76,81
1061,G. Dzhikiya,Spartak Moscow,58,43,68,26,69,60,55,91,65,74,68,72,86,60,65,50,80
1062,N. Castillo,SL Benfica,49,80,77,69,68,67,76,70,75,82,82,69,88,72,78,58,40
1063,D. Origi,Liverpool,69,75,73,69,76,54,74,76,64,79,73,65,76,69,78,69,16
1064,O. Yokuşlu,RC Celta,67,65,78,70,74,72,77,72,62,79,70,87,83,75,68,71,73
1065,D. Cheryshev,Valencia CF,80,78,54,68,80,74,76,77,74,81,75,65,67,84,74,74,44
1066,D. Selke,Hertha BSC,40,80,78,76,68,65,74,71,60,79,70,74,77,63,81,58,58
1067,Wendell,Bayer 04 Leverkusen,78,37,53,29,79,66,78,87,77,60,68,77,64,59,69,69,72
1068,M. Layún,Villarreal CF,80,67,63,66,75,68,76,76,78,80,75,76,66,76,73,71,77
1069,Y. Sabaly,FC Girondins de Bordeaux,75,33,55,37,75,59,74,74,82,43,64,77,67,34,72,45,73
1070,P. Cutrone,Milan,48,80,76,72,74,68,76,75,76,74,75,72,74,62,80,56,36
1071,F. Marchetti,Genoa,13,17,12,12,11,14,20,55,51,20,84,34,62,13,12,45,9
1072,W. Cyprien,OGC Nice,74,77,67,64,78,78,78,76,75,82,78,79,78,79,72,76,74
1073,G. Paletta,Jiangsu Suning FC,30,16,76,30,48,48,52,54,38,60,78,73,88,44,28,18,74
1074,F. Caicedo,Lazio,59,72,75,75,72,66,77,69,67,84,75,54,90,68,82,61,32
1075,Jordi Masip,Real Valladolid CF,20,12,13,19,17,21,25,57,65,26,81,41,54,13,11,55,21
1076,B. Espinosa,Girona FC,51,39,78,44,40,51,67,43,36,56,75,61,84,42,33,49,70
1077,M. Benassi,Fiorentina,70,66,68,70,78,68,78,67,68,80,68,79,75,76,76,74,71
1078,P. Jagielka,Everton,55,30,77,44,49,55,60,40,61,69,81,50,77,54,48,39,78
1079,J. Kucka,Trabzonspor,68,65,75,68,75,66,75,66,54,85,90,87,90,78,73,70,77
1080,R. Brady,Burnley,80,70,59,66,78,81,76,79,76,78,73,74,64,75,73,77,63
1081,A. Szymanowski,CD Leganés,78,78,67,66,79,69,76,89,87,68,52,68,60,68,75,76,35
1082,W. Reid,West Ham United,28,46,79,30,43,33,55,55,40,70,72,64,81,53,42,44,75
1083,Cédric,Southampton,70,57,65,68,75,66,76,79,83,76,72,86,62,74,71,65,68
1084,R. Civelli,Club Atlético Banfield,53,54,85,55,35,37,67,49,37,66,72,66,94,57,48,50,77
1085,R. Loftus-Cheek,Chelsea,62,63,58,54,82,58,81,68,67,64,59,75,80,60,79,79,59
1086,S. De Maio,Bologna,11,20,72,20,52,23,54,61,54,61,83,63,92,37,19,34,80
1087,S. Brown,Celtic,53,44,50,42,70,55,72,66,73,70,79,87,77,48,47,63,76
1088,A. Mitrović,Fulham,29,78,84,76,66,39,74,60,63,82,81,64,88,70,82,68,25
1089,P. Skjelbred,Hertha BSC,69,46,52,40,75,67,79,66,77,56,74,86,66,42,55,75,68
1090,D. Cvitanich,Club Atlético Banfield,64,79,79,71,70,67,83,68,79,71,81,69,75,67,81,74,31
1091,K. Lasagna,Udinese,60,78,72,74,76,66,79,89,72,72,76,69,69,66,80,58,26
1092,R. Palacio,Bologna,70,76,74,76,82,78,84,79,81,70,76,65,61,60,80,77,40
1093,M. Wolf,Borussia Dortmund,75,75,60,62,78,69,78,83,67,70,53,86,68,67,74,74,67
1094,E. Gigliotti,Independiente,51,84,78,73,65,57,75,61,62,78,77,78,79,67,82,71,59
1095,N. Jørgensen,Feyenoord,68,79,74,74,74,69,77,75,57,80,68,81,84,75,75,74,39
1096,Laguardia,Deportivo Alavés,43,49,73,29,36,38,58,54,59,40,78,76,80,30,44,46,78
1097,J. Lukaku,Lazio,79,54,62,57,80,53,80,89,79,76,74,76,84,66,61,68,66
1098,J. Augustin,RB Leipzig,66,83,58,69,80,52,81,85,78,78,67,66,66,63,83,65,36
1099,M. Diakhaby,Valencia CF,28,36,85,31,50,34,57,57,33,45,83,75,82,29,47,45,75
1100,Douglas,Vitória Guimarães,13,10,14,14,14,16,20,33,50,22,74,44,72,17,14,54,18
1101,N. Pejčinović,Changchun Yatai FC,67,30,80,44,45,47,63,43,60,59,89,71,80,44,30,56,75
1102,D. van de Beek,Ajax,67,75,59,76,74,66,78,66,58,77,70,82,75,80,76,77,64
1103,Borja Iglesias,RCD Espanyol,50,80,78,65,70,35,75,65,69,80,72,75,91,77,79,70,31
1104,G. Shibasaki,Getafe CF,68,70,56,61,77,59,79,69,77,64,67,74,60,66,69,80,61
1105,W. Hughes,Watford,69,67,58,48,78,60,80,67,75,60,51,74,59,62,72,84,69
1106,S. Boufal,RC Celta,69,68,35,70,86,71,86,84,84,71,34,67,40,65,72,75,16
1107,T. Kehrer,Paris Saint-Germain,56,37,76,32,63,45,64,74,65,65,78,74,70,40,48,56,72
1108,M. Lang,Borussia Mönchengladbach,78,71,80,68,63,45,74,69,57,72,80,85,79,66,67,55,75
1109,E. Gutiérrez,PSV,69,68,52,65,74,73,77,78,72,77,53,91,62,74,67,76,75
1110,D. Upamecano,RB Leipzig,47,39,71,21,59,32,64,73,62,44,86,61,88,24,35,56,68
1111,Jefferson,Sporting CP,84,55,64,70,75,81,74,77,74,83,71,88,71,80,72,70,71
1112,W. Benítez,OGC Nice,12,14,13,13,15,19,14,48,40,25,57,42,80,14,18,46,17
1113,E. Bardhi,Levante UD,78,78,52,76,79,89,81,76,81,85,50,71,49,84,74,76,65
1114,K. Mbodji,FC Nantes,39,45,81,63,61,35,68,63,30,76,68,82,94,58,37,41,76
1115,B. Sarr,Olympique de Marseille,75,64,66,46,79,72,77,82,76,75,63,77,68,69,65,66,75
1116,F. Ferreyra,SL Benfica,49,81,83,68,73,48,77,70,68,75,77,72,73,77,77,66,22
1117,Danilo,Bologna,30,24,72,22,46,34,60,49,60,72,76,42,71,48,25,42,80
1118,A. Ayew,Fenerbahçe SK,75,73,75,64,78,74,79,75,81,75,89,84,69,74,78,74,49
1119,K. Mitroglou,Olympique de Marseille,60,78,81,76,69,72,72,53,34,83,76,63,86,72,78,68,13
1120,J. Villar,0,14,12,12,8,21,15,24,31,68,29,56,22,62,16,14,51,13
1121,P. Herrmann,Borussia Mönchengladbach,77,65,54,70,79,74,77,79,75,74,69,64,56,70,79,77,28
1122,D. da Costa,Eintracht Frankfurt,78,39,70,52,73,64,74,77,61,65,81,79,80,55,67,64,74
1123,V. Fischer,FC København,67,74,49,74,79,71,79,80,75,77,56,80,66,70,75,75,45
1124,Wesley,Club Brugge KV,65,75,73,71,76,57,78,68,45,81,66,74,95,67,74,68,35
1125,D. Ginczek,VfL Wolfsburg,31,77,74,78,69,49,73,66,53,83,64,62,90,65,78,58,30
1126,F. Kostić,Eintracht Frankfurt,79,64,48,68,83,79,80,89,72,77,66,74,74,69,74,72,33
1127,R. Fraser,Bournemouth,74,70,30,43,81,70,75,90,96,60,60,72,42,69,72,74,45
1128,Cote,SD Eibar,78,42,75,42,68,72,76,69,66,69,69,74,66,57,60,56,70
1129,H. Winks,Tottenham Hotspur,65,54,50,50,77,71,80,75,78,63,51,78,63,62,64,80,70
1130,K. Mbabu,BSC Young Boys,76,44,65,39,71,62,74,90,72,66,78,90,82,44,72,68,69
1131,M. Hinteregger,FC Augsburg,53,48,77,49,55,58,62,63,62,83,85,72,83,71,61,65,77
1132,L. Acosta,DC United,61,67,53,67,83,74,78,87,90,71,57,76,49,67,72,77,45
1133,Sidcley,Dynamo Kyiv,63,63,58,48,80,69,75,78,83,69,71,83,71,69,76,69,68
1134,M. Jørgensen,Huddersfield Town,47,34,77,40,46,30,63,62,55,61,74,66,82,30,46,65,76
1135,M. Fabián,Eintracht Frankfurt,74,72,61,77,78,78,78,69,86,81,67,71,64,80,74,74,20
1136,Carlos Eduardo,Al Hilal,76,79,76,75,74,76,78,65,51,77,69,68,78,74,80,79,57
1137,Rubén Castro,UD Las Palmas,60,81,71,70,80,69,78,77,77,74,76,55,57,75,83,74,36
1138,L. Augustinsson,SV Werder Bremen,77,55,56,54,73,75,74,77,72,69,69,89,65,59,65,73,74
1139,S. Aziz,Galatasaray SK,43,26,78,42,52,36,60,74,62,42,82,74,79,31,24,44,74
1140,G. Ochoa,Standard de Liège,15,12,19,16,10,14,18,47,42,25,75,34,56,11,16,48,21
1141,P. Hetemaj,Chievo Verona,74,54,58,77,77,74,78,78,81,76,90,88,67,73,73,76,69
1142,André André,Vitória Guimarães,72,68,64,64,78,78,81,68,74,74,70,72,61,70,76,75,73
1143,Vinícius Júnior,Real Madrid,65,70,50,71,81,77,80,92,82,74,74,79,59,68,74,69,32
1144,B. Džemaili,Bologna,75,70,66,75,77,79,78,59,68,86,59,77,67,80,77,77,78
1145,Juanpe,Girona FC,35,35,81,13,38,28,70,41,33,48,70,71,78,27,32,54,65
1146,K. Fortounis,Olympiacos CFP,75,72,57,71,81,84,78,73,64,74,61,65,66,77,73,76,45
1147,M. Vorm,Tottenham Hotspur,13,14,17,12,18,12,35,53,53,23,72,36,65,19,10,32,22
1148,B. Oczipka,FC Schalke 04,81,50,68,47,73,61,74,66,62,75,75,79,77,64,66,60,74
1149,R. Bentancur,Juventus,58,53,62,45,82,46,83,67,68,63,74,83,67,62,60,73,75
1150,T. Hernández,Real Sociedad,75,50,72,62,78,63,72,90,61,75,62,75,79,56,58,47,72
1151,M. Lowton,Burnley,81,52,73,70,75,77,77,74,71,72,77,79,73,68,70,75,78
1152,I. Diop,West Ham United,37,30,74,48,43,32,60,64,48,50,73,69,83,31,38,40,76
1153,B. André,Stade Rennais FC,72,61,74,56,75,68,76,68,72,69,85,81,77,65,70,76,74
1154,C. Piccini,Valencia CF,73,32,64,29,73,62,74,74,65,68,70,81,78,35,64,55,73
1155,Paulinho,SC Braga,46,79,81,77,73,68,77,67,68,77,80,74,82,67,80,70,45
1156,A. Diawara,Napoli,64,39,59,46,76,62,80,68,69,66,58,84,70,56,54,78,73
1157,Yuri Berchiche,Athletic Club de Bilbao,79,56,72,59,66,77,74,78,71,78,85,82,77,77,49,48,74
1158,José Sá,Olympiacos CFP,18,15,14,17,17,12,20,42,40,19,65,34,72,18,17,55,14
1159,F. Kamano,FC Girondins de Bordeaux,72,76,49,67,79,70,75,90,78,73,55,71,58,74,76,69,34
1160,F. Cartabia,Deportivo de La Coruña,75,75,53,59,79,77,78,79,82,80,63,72,34,75,73,73,63
1161,E. Ünal,Real Valladolid CF,56,78,72,74,76,68,77,75,68,82,70,71,79,79,77,59,34
1162,I. Radovanović,Chievo Verona,62,40,72,56,67,65,75,50,58,84,72,75,81,79,61,75,64
1163,Renan Ribeiro,Sporting CP,12,12,16,9,14,18,19,50,29,24,74,30,70,12,11,56,18
1164,Jony,Deportivo Alavés,79,70,44,56,74,81,75,87,79,67,36,71,69,66,76,77,55
1165,D. Buonanotte,Universidad Católica,74,62,36,61,79,83,79,91,94,69,58,63,30,78,69,77,35
1166,Tomás Pina,Deportivo Alavés,55,62,68,59,76,65,78,60,51,73,69,69,72,68,71,74,61
1167,N. Pallois,FC Nantes,61,41,68,45,57,36,60,49,34,75,76,67,90,57,22,52,77
1168,D. Latza,1. FSV Mainz 05,71,33,61,47,71,54,80,68,75,75,73,90,68,77,70,77,77
1169,F. Belluschi,San Lorenzo de Almagro,77,66,58,75,76,82,78,69,74,83,69,63,70,80,74,82,68
1170,O. Abdulrahman,Al Hilal,76,70,35,65,80,77,76,85,85,72,53,74,43,72,70,80,46
1171,O. Trejo,Rayo Vallecano,73,73,64,72,80,74,79,67,76,73,63,86,71,68,74,79,66
1172,N. Barella,Cagliari,72,63,40,53,80,73,77,79,80,65,59,82,61,65,65,74,68
1173,Angeliño,PSV,83,56,53,62,80,83,79,87,82,80,80,86,72,66,74,74,68
1174,Vieirundinho,Santos,42,29,74,28,48,36,64,63,42,65,54,80,88,41,26,32,83
1175,F. Orellana,SD Eibar,75,77,69,61,82,80,80,77,66,64,66,54,34,80,75,76,43
1176,F. Grillitsch,TSG 1899 Hoffenheim,68,58,61,53,76,47,81,55,64,65,48,69,68,55,70,78,68
1177,C. Ortíz,Monterrey,53,48,44,55,71,63,75,68,73,70,71,90,77,64,69,69,75
1178,Bruno Viana,SC Braga,44,37,80,39,52,44,63,63,58,57,70,75,74,37,34,40,81
1179,J. Maidana,River Plate,56,32,76,42,40,45,63,48,41,45,80,58,88,32,50,55,79
1180,R. Funes Mori,Villarreal CF,66,40,79,25,63,49,70,61,61,69,77,67,78,56,49,59,75
1181,D. Kohr,Bayer 04 Leverkusen,42,57,72,45,70,51,77,66,71,60,82,79,76,63,46,69,76
1182,F. Higuaín,Columbus Crew SC,75,69,62,71,73,77,77,69,75,75,65,65,62,79,76,81,52
1183,A. Barák,Udinese,72,68,60,64,78,62,80,66,63,81,58,77,78,78,74,76,25
1184,F. Andone,Brighton & Hove Albion,62,75,76,74,70,58,74,76,69,77,78,86,74,72,84,67,46
1185,Adrián,FC Porto,60,80,71,76,82,77,84,70,65,78,74,48,68,77,78,71,20
